,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
DST,0,0,-1,1,0,1,0,1
lnc-SH3BP4-3,0,0,0,0,-1,1,0,1
LPPR4,-1,1,-1,0,-1,1,0,1
lnc-EPSTI1-3,0,0,0,0,0,1,0,1
MGST2,0,1,1,1,1,1,0,1
FHAD1,0,-1,-1,-1,-1,1,0,1
HTR2A,-1,1,0,1,1,1,0,1
RAB9B,0,1,0,1,1,1,0,1
CAT,0,0,0,0,0,1,0,1
CGNL1,0,0,1,1,0,1,0,1
lnc-HDAC9-3,-1,-1,-1,0,0,1,0,1
ANKRD29,0,0,0,1,1,1,0,1
FN1,-1,-1,0,-1,0,1,0,1
IL27RA,1,-1,0,-1,-1,1,0,1
TMEM229B,-1,1,1,1,1,1,0,1
GJD3,-1,0,0,-1,0,1,0,1
LINC01260,0,0,0,0,0,1,0,1
NINL,-1,-1,-1,1,0,1,0,1
GDAP1L1,0,1,1,1,1,1,0,1
DOCK11,0,0,-1,-1,0,1,0,1
lnc-C14orf118-1,0,-1,-1,-1,-1,1,0,1
LINC01550,0,-1,0,1,1,1,0,1
TTC3,0,1,0,1,1,1,0,1
lnc-CDIPT-1,0,-1,1,0,0,1,0,1
lnc-OBFC2A-1,0,0,0,0,1,1,0,1
LOC102724927,0,0,0,0,1,1,0,1
ARHGDIB,0,1,0,0,1,1,0,1
SLC9A5,1,1,1,1,0,1,0,1
SNORD116-19,1,1,1,1,1,1,0,1
ZNF117,1,0,0,-1,0,1,0,1
SELM,-1,1,0,1,1,1,0,1
P2RX6P,0,0,0,0,0,1,0,1
XLOC_l2_010831,0,0,0,0,0,1,0,1
CPE,-1,1,1,1,1,1,0,1
FAM65C,0,-1,0,-1,-1,1,0,1
NRN1,0,-1,-1,1,0,1,0,1
SPON2,-1,-1,1,1,0,1,0,1
FAM71E1,0,-1,-1,1,-1,1,0,1
WDR70,0,0,-1,0,0,1,0,1
FLNA,0,-1,1,-1,-1,1,0,1
KIAA1324,0,1,1,0,1,1,0,1
C11orf96,-1,0,-1,-1,-1,1,0,1
WTAP,0,0,0,0,0,1,0,1
DLX5,0,-1,-1,-1,-1,1,0,1
PCDHB8,-1,-1,-1,-1,-1,1,0,1
TMEM216,0,1,1,1,1,1,0,1
lnc-NPBWR1-1,0,0,0,0,0,1,0,1
SPANXB1,0,0,0,0,0,1,0,1
ERV3-1,0,1,1,-1,-1,1,0,1
MITF,-1,0,1,1,1,1,0,1
LAMA3,0,1,1,0,1,1,0,1
ATP7A,0,0,-1,-1,0,1,0,1
GPRC5B,-1,-1,0,0,-1,1,0,1
THBS3,0,0,1,-1,0,1,0,1
HSPG2,0,0,1,-1,1,1,0,1
