,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
TTC9B,0,1,1,1,1,0,0,0
DDB2,0,1,1,1,1,0,0,0
AATK,-1,1,1,1,1,1,0,0
GPR155,0,1,1,1,1,0,0,1
TDRD7,0,1,1,1,1,0,0,0
MGST2,0,1,1,1,1,1,0,1
MAPK8IP2,-1,1,1,1,1,0,0,0
CKMT1A,-1,1,1,1,1,0,0,0
TMEM176B,1,1,1,1,1,0,0,0
CPEB1,0,1,1,1,1,0,0,0
SH2D5,1,1,1,1,1,-1,-1,-1
BLM,-1,1,1,1,1,-1,0,-1
PWAR4,0,1,1,1,1,0,0,0
RNF112,0,1,1,1,1,1,1,1
SEMA4F,1,1,1,1,1,0,0,0
TTTY14,-1,1,1,1,1,0,0,0
TMEM229B,-1,1,1,1,1,1,0,1
KCTD21,0,1,1,1,1,0,0,0
COX17,0,1,1,1,1,0,0,0
IGSF21,-1,1,1,1,1,0,0,0
SIRT5,0,1,1,1,1,0,0,0
GDAP1L1,0,1,1,1,1,1,0,1
CLDN10,0,1,1,1,1,0,0,0
LINC00842,1,1,1,1,1,0,0,0
A4GALT,0,1,1,1,1,0,0,1
LINC00086,-1,1,1,1,1,0,0,0
NPM2,0,1,1,1,1,0,0,0
RAPGEF5,-1,1,1,1,1,0,0,0
JDP2,-1,1,1,1,1,0,0,0
PPARGC1B,-1,1,1,1,1,0,0,0
FAM200B,0,1,1,1,1,0,0,0
CLMN,0,1,1,1,1,0,0,0
LOC644189,-1,1,1,1,1,0,0,0
ECE2,1,1,1,1,1,0,0,0
KIAA1598,1,1,1,1,1,0,0,0
SNORA2B,0,1,1,1,1,0,0,0
KHDC1,0,1,1,1,1,0,0,0
RAMP1,0,1,1,1,1,0,0,0
SNORD116-19,1,1,1,1,1,1,0,1
INSM1,1,1,1,1,1,0,0,0
TOM1L1,1,1,1,1,1,-1,0,-1
LHX6,0,1,1,1,1,0,0,0
WDR7,0,1,1,1,1,1,0,0
RTN3,0,1,1,1,1,0,0,0
CPE,-1,1,1,1,1,1,0,1
SYT3,1,1,1,1,1,0,0,0
KCNMA1,0,1,1,1,1,0,0,0
SLAIN1,-1,1,1,1,1,0,0,0
TRAPPC10,0,1,1,1,1,0,0,0
BEGAIN,-1,1,1,1,1,0,0,0
KLHL32,-1,1,1,1,1,0,0,0
IFITM10,-1,1,1,1,1,0,0,0
GSTM5,0,1,1,1,1,1,0,0
SLC41A3,0,1,1,1,1,0,0,0
USP35,0,1,1,1,1,0,0,0
ANO5,1,1,1,1,1,0,0,0
HDDC2,0,1,1,1,1,0,-1,0
SLC29A1,0,1,1,1,1,-1,0,0
IL17RA,1,1,1,1,1,0,0,0
FUCA1,0,1,1,1,1,0,0,0
GFOD1,-1,1,1,1,1,0,0,0
TMEM151B,1,1,1,1,1,0,0,0
ENPP4,0,1,1,1,1,0,0,0
PPP1R14A,0,1,1,1,1,0,0,0
CORO2A,0,1,1,1,1,1,0,0
TMEM216,0,1,1,1,1,1,0,1
ENPP5,-1,1,1,1,1,0,0,0
KALRN,-1,1,1,1,1,0,0,0
TRIM69,0,1,1,1,1,0,0,0
FBXO41,0,1,1,1,1,0,0,0
AFF2,0,1,1,1,1,0,0,0
RECQL4,0,1,1,1,1,-1,-1,-1
CNBP,0,1,1,1,1,0,0,0
SLC7A10,0,1,1,1,1,0,0,0
LMCD1,1,1,1,1,1,0,0,0
MAL2,0,1,1,1,1,0,0,0
CNTNAP5,-1,1,1,1,1,0,0,0
RNF149,0,1,1,1,1,0,0,0
MAP3K5,0,1,1,1,1,0,0,0
STMN2,-1,1,1,1,1,0,0,0
NTRK2,-1,1,1,1,1,0,0,0
GSK3B,0,1,1,1,1,0,0,0
RPRML,0,1,1,1,1,0,0,0
lnc-TTR-1,0,1,1,1,1,0,0,0
NANOS1,-1,1,1,1,1,1,0,1
SPEG,1,1,1,1,1,0,0,0
WFDC1,-1,1,1,1,1,0,0,0
LRFN1,0,1,1,1,1,0,0,0
KCNJ18,-1,1,1,1,1,0,0,0
GALNT9,1,1,1,1,1,0,0,0
PTPN18,0,1,1,1,1,0,0,0
CMTM8,0,1,1,1,1,0,0,0
SNORD114-21,1,1,1,1,1,0,0,0
ZDHHC8,0,1,1,1,1,0,0,0
PPAPDC1A,-1,1,1,1,1,0,0,0
TLR5,0,1,1,1,1,0,0,0
CPQ,-1,1,1,1,1,1,0,0
SNRNP25,1,1,1,1,1,0,0,0
BLOC1S2,0,1,1,1,1,0,0,0
SERPING1,-1,1,1,1,1,0,0,0
BEX4,0,1,1,1,1,-1,0,-1
CCDC122,0,1,1,1,1,0,0,0
CPOX,0,1,1,1,1,0,0,0
B3GNT7,-1,1,1,1,1,0,0,0
HLCS,0,1,1,1,1,0,0,0
CLN6,0,1,1,1,1,0,0,0
ATP8,-1,1,1,1,1,0,0,0
DNAJC12,0,1,1,1,1,0,0,-1
LIN7B,0,1,1,1,1,0,0,0
REEP1,0,1,1,1,1,0,0,0
EPB41L4B,1,1,1,1,1,0,0,0
LMCD1-AS1,-1,1,1,1,1,0,0,0
LRCOL1,1,1,1,1,1,1,0,1
FBXO2,-1,1,1,1,1,0,0,0
SERPING1,0,1,1,1,1,0,0,-1
RRAS2,0,1,1,1,1,0,0,0
ARHGDIG,0,1,1,1,1,0,0,0
MLH3,0,1,1,1,1,0,0,0
HTR7,0,1,1,1,1,0,0,0
EEFSEC,0,1,1,1,1,0,0,0
TMEM63C,-1,1,1,1,1,0,0,0
SMPD3,-1,1,1,1,1,-1,0,-1
SLC26A10,0,1,1,1,1,0,0,0
THOC7-AS1,1,1,1,1,1,1,0,1
ASGR1,1,1,1,1,1,0,0,0
LINC00092,0,1,1,1,1,0,0,0
ATP7B,0,1,1,1,1,0,0,0
B3GALNT1,0,1,1,1,1,0,0,0
MIEN1,0,1,1,1,1,0,0,0
LHFPL3,-1,1,1,1,1,0,0,0
LOC100499489,0,1,1,1,1,1,0,1
NTRK3,-1,1,1,1,1,0,0,0
CLECL1,0,1,1,1,1,0,0,0
ATCAY,0,1,1,1,1,0,0,0
NUDT7,0,1,1,1,1,1,0,1
CYLD,0,1,1,1,1,0,0,0
ORC5,0,1,1,1,1,0,0,0
BRSK2,0,1,1,1,1,0,0,0
MCAM,0,1,1,1,1,0,0,0
SON,0,1,1,1,1,0,0,0
PPP5D1,0,1,1,1,1,0,0,0
ZNF438,0,1,1,1,1,0,0,0
lnc-DNAJC7-1,0,1,1,1,1,0,0,1
CD200,0,1,1,1,1,0,0,0
HID1,1,1,1,1,1,0,0,0
CGREF1,0,1,1,1,1,0,0,0
ASIC4,-1,1,1,1,1,0,0,0
LYNX1,0,1,1,1,1,0,0,0
MLLT11,0,1,1,1,1,0,0,0
DZIP1,0,1,1,1,1,1,0,1
SEMA4F,1,1,1,1,1,0,0,0
XLOC_l2_009883,-1,1,1,1,1,-1,0,0
RNF175,-1,1,1,1,1,0,0,0
CACNG7,0,1,1,1,1,0,0,0
LOC100049716,0,1,1,1,1,1,0,1
SERPINE2,-1,1,1,1,1,0,0,0
PRKAG2,0,1,1,1,1,0,-1,0
SCG5,0,1,1,1,1,-1,-1,-1
PPP2R2C,0,1,1,1,1,0,0,0
CAMK2N2,1,1,1,1,1,0,0,0
MXD4,0,1,1,1,1,1,0,1
XLOC_l2_008285,0,1,1,1,1,1,1,0
NMRK1,0,1,1,1,1,0,0,0
ASB13,-1,1,1,1,1,0,0,0
LINC00957,0,1,1,1,1,0,0,0
FBXL18,1,1,1,1,1,0,0,0
PHACTR2,-1,1,1,1,1,0,0,0
RHCG,0,1,1,1,1,0,0,0
ANKH,0,1,1,1,1,0,0,0
PHLPP2,0,1,1,1,1,0,0,0
GALNT15,-1,1,1,1,1,1,0,1
RNA28S5,0,1,1,1,1,1,1,1
CTNNA2,0,1,1,1,1,0,0,0
TMEM180,1,1,1,1,1,1,0,1
GPR137C,1,1,1,1,1,0,0,0
CDK5,1,1,1,1,1,0,0,0
KIF5A,0,1,1,1,1,0,0,0
SAMD5,-1,1,1,1,1,0,0,0
PRKCZ,-1,1,1,1,1,0,0,0
HHIPL1,-1,1,1,1,1,0,0,0
ABHD5,0,1,1,1,1,0,-1,0
LINC00900,0,1,1,1,1,0,0,0
DBNDD1,-1,1,1,1,1,0,0,0
MAPK8IP3,0,1,1,1,1,0,0,0
PTPRN,1,1,1,1,1,0,0,0
MIPOL1,0,1,1,1,1,0,0,0
LRRTM1,-1,1,1,1,1,0,0,0
CLCN4,-1,1,1,1,1,1,0,1
CPT1C,0,1,1,1,1,1,0,0
UNC79,0,1,1,1,1,0,0,0
ATR,0,1,1,1,1,0,-1,0
SNORA12,-1,1,1,1,1,0,0,0
TXNDC17,0,1,1,1,1,0,0,0
RPS26,0,1,1,1,1,0,1,1
EFNB2,0,1,1,1,1,-1,-1,0
RRAS2,0,1,1,1,1,0,0,0
NCEH1,0,1,1,1,1,0,0,0
PKMYT1,0,1,1,1,1,-1,-1,-1
CHGA,0,1,1,1,1,0,0,0
CKMT1A,0,1,1,1,1,0,0,0
ERBB3,0,1,1,1,1,0,0,0
EPB41L1,0,1,1,1,1,1,1,1
LOC644662,0,1,1,1,1,0,0,0
GIMAP6,0,1,1,1,1,0,0,0
FBLL1,-1,1,1,1,1,0,0,0
NDRG4,0,1,1,1,1,1,0,0
HEBP1,0,1,1,1,1,0,0,0
SMAP2,0,1,1,1,1,0,0,0
PRR36,0,1,1,1,1,0,0,1
SNORD114-14,0,1,1,1,1,0,0,0
TOX2,1,1,1,1,1,0,1,1
CLDN5,0,1,1,1,1,0,0,0
SLC9A7,1,1,1,1,1,0,0,0
NTRK3,0,1,1,1,1,0,0,0
RNF125,0,1,1,1,1,0,0,0
GPR146,0,1,1,1,1,0,0,0
SSPO,0,1,1,1,1,0,0,0
GRIK1,0,1,1,1,1,0,0,0
SIGIRR,-1,1,1,1,1,0,-1,0
KIAA0513,-1,1,1,1,1,1,0,1
TMEM56,0,1,1,1,1,0,0,0
MIS18A,0,1,1,1,1,0,0,0
LKAAEAR1,1,1,1,1,1,0,0,0
DKK3,0,1,1,1,1,0,0,0
WDR62,0,1,1,1,1,-1,-1,-1
KCNC1,0,1,1,1,1,0,0,0
TMEM88,0,1,1,1,1,0,0,0
MYOM2,1,1,1,1,1,0,0,0
ENHO,-1,1,1,1,1,0,0,0
SLC30A3,0,1,1,1,1,0,0,0
FIGF,0,1,1,1,1,0,0,0
CHAC1,1,1,1,1,1,-1,-1,-1
RABL3,0,1,1,1,1,0,0,0
GDF10,-1,1,1,1,1,0,0,0
SRCIN1,0,1,1,1,1,0,0,0
LINC01315,0,1,1,1,1,0,0,0
MTRNR2L3,0,1,1,1,1,0,0,1
LAYN,0,1,1,1,1,1,0,0
GPRASP1,0,1,1,1,1,0,0,0
LOC102723630,-1,1,1,1,1,0,0,0
lnc-TMEM88B-1,0,1,1,1,1,0,0,0
GOT2,0,1,1,1,1,0,0,0
MBP,-1,1,1,1,1,0,0,0
ENTPD4,0,1,1,1,1,0,0,0
LIMS2,-1,1,1,1,1,0,0,0
PEBP4,0,1,1,1,1,0,0,0
CHRM1,0,1,1,1,1,0,0,0
GRIK2,0,1,1,1,1,0,0,0
ATP6V0C,0,1,1,1,1,0,1,0
SLC22A17,-1,1,1,1,1,0,0,0
SCARNA16,0,1,1,1,1,0,0,0
MEGF11,-1,1,1,1,1,0,0,0
PPP1R3D,0,1,1,1,1,0,0,0
LOC102723354,0,1,1,1,1,0,0,0
KCNH2,0,1,1,1,1,0,0,0
PCP4L1,0,1,1,1,1,0,0,0
ST8SIA1,-1,1,1,1,1,0,0,0
STPG1,0,1,1,1,1,0,0,0
ERC1,0,1,1,1,1,0,0,0
SERP2,-1,1,1,1,1,0,0,0
FAM221A,1,1,1,1,1,0,0,0
IMPA2,0,1,1,1,1,0,0,0
EFS,0,1,1,1,1,0,0,0
RYR1,0,1,1,1,1,0,0,0
SCN2A,0,1,1,1,1,0,0,0
C2orf74,1,1,1,1,1,0,0,0
C10orf35,1,1,1,1,1,0,0,0
RELL2,0,1,1,1,1,0,0,0
NCKIPSD,0,1,1,1,1,0,0,0
FBLN1,-1,1,1,1,1,0,0,0
CLDN11,-1,1,1,1,1,0,0,0
NIPAL3,0,1,1,1,1,0,0,0
LOC151174,-1,1,1,1,1,0,0,0
DLGAP1-AS4,0,1,1,1,1,0,0,0
ATRX,0,1,1,1,1,0,0,0
RAMP1,0,1,1,1,1,0,0,0
MITF,-1,1,1,1,1,1,0,1
TRPM3,-1,1,1,1,1,0,0,0
RAET1E-AS1,0,1,1,1,1,1,0,1
SRXN1,1,1,1,1,1,-1,-1,-1
FAM155A,-1,1,1,1,1,0,-1,0
NDST1,-1,1,1,1,1,-1,0,0
POPDC2,-1,1,1,1,1,-1,-1,0
CAMK2B,0,1,1,1,1,0,0,0
WRB,0,1,1,1,1,0,0,0
LOC100996557,-1,1,1,1,1,0,0,0
SLC45A3,0,1,1,1,1,0,0,0
CELF3,0,1,1,1,1,0,0,0
KCNAB1,-1,1,1,1,1,0,0,0
GPR155,0,1,1,1,1,0,0,0
AFF2,0,1,1,1,1,0,0,0
FBLN1,0,1,1,1,1,0,0,0
TSPYL5,1,1,1,1,1,0,0,0
P2RX7,-1,1,1,1,1,0,0,1
PCNXL2,-1,1,1,1,1,0,0,0
HMP19,-1,1,1,1,1,0,0,0
LOC339803,0,1,1,1,1,0,0,0
KIAA1045,0,1,1,1,1,0,0,0
OTUD7A,0,1,1,1,1,0,0,0
PACS2,-1,1,1,1,1,0,0,0
JAZF1,0,1,1,1,1,0,0,1
ERMN,0,1,1,1,1,0,0,0
NACAD,1,1,1,1,1,0,0,0
NET1,-1,1,1,1,1,0,0,0
PSEN2,0,1,1,1,1,1,0,0
FRRS1L,1,1,1,1,1,0,0,0
MAGT1,-1,1,1,1,1,1,0,1
NRCAM,1,1,1,1,1,0,0,0
PTPRE,0,1,1,1,1,0,0,1
SF3B3,0,1,1,1,1,0,0,0
BCAS1,-1,1,1,1,1,0,0,0
ABCC8,-1,1,1,1,1,0,0,0
SAC3D1,0,1,1,1,1,0,-1,0
PPCS,0,1,1,1,1,0,0,0
ARRB1,0,1,1,1,1,0,0,0
CXADR,-1,1,1,1,1,0,0,0
NBEAP1,0,1,1,1,1,-1,0,0
PDXDC1,0,1,1,1,1,0,0,0
CGREF1,0,1,1,1,1,0,0,0
DLST,0,1,1,1,1,0,0,0
ACVRL1,0,1,1,1,1,0,0,0
STK32C,0,1,1,1,1,0,0,0
ATF7IP2,0,1,1,1,1,0,0,0
FAM98C,0,1,1,1,1,0,-1,0
SCN2B,1,1,1,1,1,0,0,0
FZD9,0,1,1,1,1,0,0,0
GNB5,0,1,1,1,1,0,0,0
PRRT3,0,1,1,1,1,1,0,1
CYFIP2,0,1,1,1,1,0,0,0
EBAG9,0,1,1,1,1,0,0,0
