,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
BTN3A2,0,-1,-1,-1,-1,1,0,0
LRIG1,0,-1,-1,-1,-1,0,0,0
ELOVL2,-1,-1,-1,-1,-1,0,0,0
lnc-SRP54-1,1,-1,-1,-1,-1,0,0,0
IGFBP7-AS1,0,-1,-1,-1,-1,0,0,0
TECTA,0,-1,-1,-1,-1,0,0,0
PPP2R5A,0,-1,-1,-1,-1,0,0,0
FHAD1,0,-1,-1,-1,-1,1,0,1
LOC101928817,0,-1,-1,-1,-1,0,0,0
CCDC65,0,-1,-1,-1,-1,0,0,0
CYP4F2,0,-1,-1,-1,-1,0,0,0
LOC101929622,0,-1,-1,-1,-1,0,0,0
TGFB1,0,-1,-1,-1,-1,0,0,0
CEP83,0,-1,-1,-1,-1,0,0,0
SNORD5,0,-1,-1,-1,-1,0,0,0
XLOC_l2_000399,0,-1,-1,-1,-1,1,0,0
XLOC_l2_000945,0,-1,-1,-1,-1,0,0,0
GFAP,-1,-1,-1,-1,-1,0,0,0
ANKRD20A12P,0,-1,-1,-1,-1,0,0,0
CRNDE,1,-1,-1,-1,-1,-1,-1,0
HYDIN,-1,-1,-1,-1,-1,0,0,0
RPL35,1,-1,-1,-1,-1,0,0,0
SEMA6D,0,-1,-1,-1,-1,0,0,0
lnc-C14orf118-1,0,-1,-1,-1,-1,1,0,1
DUS3L,0,-1,-1,-1,-1,0,-1,0
CYP3A5,0,-1,-1,-1,-1,0,0,0
GPR98,0,-1,-1,-1,-1,0,0,0
CYR61,1,-1,-1,-1,-1,0,0,0
ARSJ,1,-1,-1,-1,-1,0,0,0
RPL11,0,-1,-1,-1,-1,0,1,0
EPB41L4A-AS2,0,-1,-1,-1,-1,0,0,0
XLOC_l2_002945,0,-1,-1,-1,-1,0,0,0
HES1,0,-1,-1,-1,-1,0,0,0
PLEKHO1,0,-1,-1,-1,-1,0,0,0
LINC00944,0,-1,-1,-1,-1,0,0,0
FBLN7,0,-1,-1,-1,-1,0,0,0
STOX1,-1,-1,-1,-1,-1,0,0,0
TMEM232,0,-1,-1,-1,-1,0,0,0
CAPSL,0,-1,-1,-1,-1,0,0,0
ADK,0,-1,-1,-1,-1,0,0,0
HMOX1,1,-1,-1,-1,-1,0,-1,-1
EFNA1,0,-1,-1,-1,-1,0,0,0
LOC400756,0,-1,-1,-1,-1,0,0,0
TTC23L,0,-1,-1,-1,-1,0,0,0
BCCIP,0,-1,-1,-1,-1,0,0,0
