,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
exosome component 6,0,0,0,1,0,-1,-1,0
"family with sequence similarity 216, member A",0,1,0,1,0,-1,-1,0
colorectal neoplasia differentially expressed (non-protein coding),1,-1,-1,-1,-1,-1,-1,0
zinc finger protein 593,0,0,0,-1,1,-1,-1,0
"solute carrier family 43, member 3",0,0,1,-1,0,-1,-1,0
ribosomal RNA processing 12 homolog (S. cerevisiae),1,-1,0,-1,1,-1,-1,0
glutamic pyruvate transaminase (alanine aminotransferase) 2,0,-1,-1,-1,-1,-1,-1,0
golgin A2 pseudogene 7,0,-1,-1,-1,-1,-1,-1,0
chromosome 17 open reading frame 51,-1,1,0,1,1,-1,-1,0
"family with sequence similarity 27, member E2",1,-1,-1,-1,0,-1,-1,0
ADP-ribosylhydrolase like 2,0,0,0,-1,0,-1,-1,0
poly (ADP-ribose) polymerase 1,0,-1,-1,-1,0,-1,-1,0
lnc-RP1-239B22.1.1-1:2,0,1,0,1,1,-1,-1,0
regulation of nuclear pre-mRNA domain containing 1A,0,-1,-1,-1,0,-1,-1,0
lung cancer associated transcript 1 (non-protein coding),1,0,0,0,0,-1,-1,0
testis expressed 30,-1,0,0,0,1,-1,-1,0
"polymerase (RNA) I polypeptide C, 30kDa",1,-1,0,-1,0,-1,-1,0
BCL2-associated athanogene,0,1,0,0,1,-1,-1,0
metallothionein 1X,0,-1,-1,0,-1,-1,-1,0
"transcription elongation factor A (SII), 1",0,0,0,0,0,-1,-1,0
"vitamin D (1,25- dihydroxyvitamin D3) receptor",1,0,0,0,0,-1,-1,0
NOP16 nucleolar protein,1,-1,0,-1,1,-1,-1,0
Harvey rat sarcoma viral oncogene homolog,1,0,0,0,0,-1,-1,0
coiled-coil domain containing 84,0,-1,-1,0,-1,-1,-1,0
"tumor necrosis factor receptor superfamily, member 9",0,0,0,0,0,-1,-1,0
lnc-ARRDC3-1:1,1,-1,0,-1,0,-1,-1,0
NUTM2B antisense RNA 1,0,0,0,0,0,-1,-1,0
"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19",1,0,0,0,0,-1,-1,0
ephrin-B2,0,1,1,1,1,-1,-1,0
DEAH (Asp-Glu-Ala-His) box polypeptide 37,0,0,0,-1,0,-1,-1,0
1-acylglycerol-3-phosphate O-acyltransferase 9,0,0,0,1,1,-1,-1,0
centromere protein N,0,0,1,0,1,-1,-1,0
VGF nerve growth factor inducible,1,1,0,-1,1,-1,-1,0
MIR4435-1 host gene (non-protein coding),1,-1,0,-1,-1,-1,-1,0
exosome component 9,0,-1,0,0,0,-1,-1,0
uncharacterized LOC102724352,0,0,0,0,0,-1,-1,0
"bromodomain adjacent to zinc finger domain, 1B",0,0,0,0,0,-1,-1,0
CKLF-like MARVEL transmembrane domain containing 7,1,1,0,0,1,-1,-1,0
DNA (cytosine-5-)-methyltransferase 1,0,0,0,0,0,-1,-1,0
uncharacterized LOC284561,0,0,0,0,0,-1,-1,0
chromosome 4 open reading frame 46,1,-1,0,0,0,-1,-1,0
huntingtin interacting protein 1 related,-1,1,-1,0,0,-1,-1,0
"family with sequence similarity 127, member B",0,0,0,0,1,-1,-1,0
popeye domain containing 2,-1,1,1,1,1,-1,-1,0
transforming growth factor beta regulator 4,0,0,0,0,0,-1,-1,0
translocase of inner mitochondrial membrane 8 homolog A (yeast),0,-1,0,0,0,-1,-1,0
DBH antisense RNA 1,0,1,1,1,0,-1,-1,0
"small nucleolar RNA, H/ACA box 57",0,0,-1,0,0,-1,-1,0
ERBB receptor feedback inhibitor 1,-1,-1,1,0,-1,-1,-1,0
"solute carrier family 35, member F6",0,0,0,0,0,-1,-1,0
"pyruvate dehydrogenase kinase, isozyme 1",1,0,1,1,1,-1,-1,0
"solute carrier family 20 (phosphate transporter), member 1",-1,-1,0,0,0,-1,-1,0
translocase of inner mitochondrial membrane 23 homolog (yeast),0,0,0,0,0,-1,-1,0
small integral membrane protein 7,0,-1,-1,-1,-1,-1,-1,0
selenocysteine lyase,0,0,0,1,0,-1,-1,0
EMG1 N1-specific pseudouridine methyltransferase,0,-1,0,-1,0,-1,-1,0
"small nucleolar RNA, H/ACA box 34",-1,1,-1,0,0,-1,-1,0
microRNA 3916,-1,0,0,0,0,-1,-1,0
trophinin associated protein,1,1,1,0,1,-1,-1,0
BAI1-associated protein 2,0,1,1,1,-1,-1,-1,0
"polymerase (DNA directed), alpha 1, catalytic subunit",0,-1,-1,-1,0,-1,-1,0
prostaglandin E synthase 3 (cytosolic),0,0,0,0,0,-1,-1,0
lamin B receptor,0,0,-1,-1,-1,-1,-1,0
uridine phosphorylase 1,0,1,1,0,1,-1,-1,0
cell division cycle 5-like,0,0,-1,0,0,-1,-1,0
mercaptopyruvate sulfurtransferase,0,-1,0,-1,0,-1,-1,0
MLX interacting protein-like,0,0,0,1,-1,-1,-1,0
"protein phosphatase 1, regulatory subunit 15A",0,-1,0,-1,0,-1,-1,0
"TPX2, microtubule-associated",0,0,1,0,1,-1,-1,0
coiled-coil-helix-coiled-coil-helix domain containing 4,0,0,1,0,1,-1,-1,0
structural maintenance of chromosomes 1A,0,-1,-1,0,0,-1,-1,0
histone cell cycle regulator,0,-1,-1,0,0,-1,-1,0
fatty acid binding protein 5 (psoriasis-associated),0,0,1,1,0,-1,-1,0
penta-EF-hand domain containing 1,0,-1,0,0,0,-1,-1,0
DNL-type zinc finger,0,0,0,-1,1,-1,-1,0
collagen beta(1-O)galactosyltransferase 1,0,0,0,0,0,-1,-1,0
ankyrin repeat domain 11,0,0,0,0,0,-1,-1,0
lnc-ARRDC3-1:10,0,0,0,0,0,-1,-1,0
bromodomain containing 3,-1,0,0,0,0,-1,-1,0
transcription factor Dp-1,-1,1,1,1,0,-1,-1,0
"family with sequence similarity 83, member G",1,0,0,0,1,-1,-1,0
epiregulin,-1,0,0,0,1,-1,-1,0
lnc-TMEM5-1:1,-1,1,-1,0,-1,-1,-1,0
PARP1 binding protein,1,0,1,0,1,-1,-1,0
RBM14-RBM4 readthrough,0,0,0,0,0,-1,-1,0
adenosylmethionine decarboxylase 1,0,0,-1,0,0,-1,-1,0
"proteasome (prosome, macropain) assembly chaperone 3",1,0,0,0,1,-1,-1,0
uncharacterized LOC101929128,0,1,0,1,0,-1,-1,0
"osteoclast associated, immunoglobulin-like receptor",0,1,1,1,1,-1,-1,0
LIM domain only 4,-1,-1,-1,-1,0,-1,-1,0
TCF3 (E2A) fusion partner (in childhood Leukemia),1,1,0,0,1,-1,-1,0
estrogen-related receptor alpha,0,-1,-1,1,1,-1,-1,0
MOB kinase activator 2,0,0,0,0,0,-1,-1,0
tripartite motif containing 11,0,1,0,1,0,-1,-1,0
interferon stimulated exonuclease gene 20kDa,0,0,0,-1,0,-1,-1,0
"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9",0,0,-1,1,0,-1,-1,0
"eukaryotic translation initiation factor 3, subunit C",0,-1,0,0,0,-1,-1,0
nicotinamide phosphoribosyltransferase,1,-1,-1,0,-1,-1,-1,0
MPV17 mitochondrial membrane protein-like 2,0,0,0,0,1,-1,-1,0
long intergenic non-protein coding RNA 662,0,-1,-1,0,-1,-1,-1,0
RIC8 guanine nucleotide exchange factor A,0,0,0,0,0,-1,-1,0
"caspase recruitment domain family, member 10",1,1,1,1,0,-1,-1,0
vaccinia related kinase 1,0,0,0,1,1,-1,-1,0
"transcription factor A, mitochondrial",0,0,-1,0,0,-1,-1,0
"nuclear pore complex interacting protein family, member A2",0,0,0,1,0,-1,-1,0
Ras homolog enriched in brain like 1,0,-1,0,-1,0,-1,-1,0
lnc-ANTXRL-3:1,0,0,0,0,0,-1,-1,0
high mobility group box 3 pseudogene 1,1,0,0,0,1,-1,-1,0
lnc-ARRDC3-1:6,1,0,0,0,1,-1,-1,0
neuron navigator 2,0,-1,-1,0,-1,-1,-1,0
"lipase, hormone-sensitive",0,1,1,1,1,-1,-1,0
adenosine A2b receptor,-1,-1,0,1,0,-1,-1,0
cell division cycle associated 2,1,0,1,-1,1,-1,-1,0
natural killer cell cytotoxicity receptor 3 ligand 1,0,1,0,1,1,-1,-1,0
TGFB-induced factor homeobox 1,0,-1,0,-1,-1,-1,-1,0
MIR503 host gene (non-protein coding),1,0,0,0,0,-1,-1,0
transmembrane protein 255B,0,1,1,0,1,-1,-1,0
phorbol-12-myristate-13-acetate-induced protein 1,0,0,-1,0,1,-1,-1,0
differentiation antagonizing non-protein coding RNA,0,-1,0,0,0,-1,-1,0
receptor accessory protein 4,0,-1,1,-1,0,-1,-1,0
heterogeneous nuclear ribonucleoprotein A2/B1,0,0,0,0,1,-1,-1,0
RUN and SH3 domain containing 1,0,1,1,1,0,-1,-1,0
"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",0,0,0,0,-1,-1,-1,0
"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",0,0,-1,0,-1,-1,-1,0
SLIT-ROBO Rho GTPase activating protein 1,0,1,0,0,0,-1,-1,0
"B-cell translocation gene 1, anti-proliferative",0,1,1,1,0,-1,-1,0
"primase, DNA, polypeptide 2 (58kDa)",0,0,0,-1,0,-1,-1,0
opioid growth factor receptor,0,1,-1,-1,0,-1,-1,0
endothelin converting enzyme 2,0,0,1,-1,1,-1,-1,0
telomere maintenance 2,0,0,1,0,0,-1,-1,0
"keratin 34, type I",0,0,0,1,0,-1,-1,0
stromal antigen 3,0,0,-1,1,0,-1,-1,0
RAN binding protein 1,0,-1,0,-1,0,-1,-1,0
thiosulfate sulfurtransferase (rhodanese),1,-1,1,1,0,-1,-1,0
MOB kinase activator 3A,0,0,0,0,-1,-1,-1,0
"mago-nashi homolog, proliferation-associated (Drosophila)",0,-1,0,0,1,-1,-1,0
P450 (cytochrome) oxidoreductase,1,0,0,-1,0,-1,-1,0
major facilitator superfamily domain containing 12,0,0,0,0,1,-1,-1,0
"family with sequence similarity 27, member C",1,0,0,-1,1,-1,-1,0
MAD2 mitotic arrest deficient-like 2 (yeast),1,1,1,0,0,-1,-1,0
lnc-MAT2B-3:18,0,-1,-1,0,-1,-1,-1,0
low density lipoprotein receptor-related protein associated protein 1,-1,1,0,1,0,-1,-1,0
PHD finger protein 19,0,-1,-1,-1,-1,-1,-1,0
nucleolar complex associated 2 homolog (S. cerevisiae),0,1,0,0,0,-1,-1,0
"histone cluster 1, H4k",0,1,1,1,1,-1,-1,0
"polymerase (DNA-directed), delta 3, accessory subunit",0,-1,-1,-1,0,-1,-1,0
emerin,0,1,1,1,1,-1,-1,0
"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)",0,0,0,0,0,-1,-1,0
"plasminogen activator, urokinase receptor",1,-1,-1,-1,-1,-1,-1,0
MAF1 homolog (S. cerevisiae),0,0,0,0,0,-1,-1,0
uncharacterized LOC284513,0,0,-1,0,-1,-1,-1,0
vascular endothelial growth factor A,1,-1,-1,-1,-1,-1,-1,0
neural cell adhesion molecule 1,0,0,1,1,1,-1,-1,0
"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",0,0,0,0,0,-1,-1,0
G patch domain containing 4,0,-1,-1,-1,0,-1,-1,0
"protein disulfide isomerase family A, member 4",1,-1,1,-1,0,-1,-1,0
FOS-like antigen 1,1,-1,0,-1,1,-1,-1,0
small nuclear ribonucleoprotein D1 polypeptide 16kDa,0,-1,0,0,0,-1,-1,0
WD repeat domain 90,0,-1,-1,-1,-1,-1,-1,0
isoleucyl-tRNA synthetase,0,0,0,0,0,-1,-1,0
mitochondrial ribosomal protein S7,0,0,0,0,0,-1,-1,0
exosome component 7,0,0,0,0,0,-1,-1,0
LIM domain only 4,-1,-1,-1,-1,0,-1,-1,0
mitochondrial ribosomal protein L46,0,0,0,0,0,-1,-1,0
"dyskeratosis congenita 1, dyskerin",0,0,-1,0,1,-1,-1,0
"pleckstrin homology domain containing, family F (with FYVE domain) member 1",0,0,1,1,0,-1,-1,0
polymerase (RNA) II (DNA directed) polypeptide D,0,0,1,0,0,-1,-1,0
"histone cluster 2, H2ac",0,0,-1,0,0,-1,-1,0
component of oligomeric golgi complex 8,0,0,1,-1,0,-1,-1,0
"actin related protein 2/3 complex, subunit 1B, 41kDa",1,0,1,1,0,-1,-1,0
acidic repeat containing,0,-1,-1,0,0,-1,-1,0
autophagy related 101,0,0,0,-1,1,-1,-1,0
sel-1 suppressor of lin-12-like (C. elegans),0,0,0,1,0,-1,-1,0
ezrin,0,-1,-1,-1,-1,-1,-1,0
O-linked N-acetylglucosamine (GlcNAc) transferase,0,-1,-1,0,0,-1,-1,0
"Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",0,-1,-1,0,0,-1,-1,0
chromosome 14 open reading frame 80,0,0,0,0,0,-1,-1,0
HSPB (heat shock 27kDa) associated protein 1,0,0,0,0,0,-1,-1,0
cyclin-dependent kinase 3,0,0,0,0,0,-1,-1,0
nuclear transport factor 2-like export factor 1,0,-1,0,-1,0,-1,-1,0
nucleoporin 107kDa,0,-1,0,-1,0,-1,-1,0
"H2A histone family, member X",0,0,0,-1,-1,-1,-1,0
ATP2A1 antisense RNA 1,0,0,1,0,1,-1,-1,0
