,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
peptidase D,0,0,1,0,0,0,1,0
ribosomal protein L37a,1,-1,-1,0,-1,0,1,0
ribosomal protein L3,0,-1,-1,0,0,0,1,0
glyceraldehyde-3-phosphate dehydrogenase,0,0,1,0,0,0,1,0
calumenin,0,-1,1,-1,0,0,1,0
macrophage migration inhibitory factor (glycosylation-inhibiting factor),1,0,1,0,0,0,1,0
"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",0,0,0,0,0,0,1,0
ubiquitin-like 5,0,-1,0,0,0,0,1,0
translocator protein (18kDa),0,0,1,0,-1,0,1,0
ribosomal protein S7,0,-1,0,0,-1,0,1,0
ribosomal protein L11,0,-1,-1,-1,-1,0,1,0
"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1",0,-1,-1,1,-1,0,1,0
"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",0,0,0,1,1,0,1,0
myoferlin,0,0,1,-1,-1,0,1,0
glutathione S-transferase pi 1,0,-1,1,0,1,0,1,0
OCIA domain containing 2,1,0,1,-1,0,0,1,0
"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta",0,0,0,1,0,0,1,0
ribosomal protein SA pseudogene 58,0,0,0,-1,-1,0,1,0
chromosome 20 open reading frame 24,0,0,0,0,0,0,1,0
BCL2-associated athanogene 6,0,0,0,0,0,0,1,0
"polymerase (DNA-directed), delta 4, accessory subunit",1,0,1,0,0,0,1,0
ribosomal protein S25,0,-1,-1,-1,-1,0,1,0
"brain abundant, membrane attached signal protein 1",0,1,-1,0,0,0,1,0
ribosomal protein L30,0,0,0,0,-1,0,1,0
ribosomal protein L23a,0,-1,0,0,-1,0,1,0
ribosomal protein L15,0,-1,0,-1,0,0,1,0
cystatin B (stefin B),0,0,0,0,0,0,1,0
"solute carrier family 2 (facilitated glucose transporter), member 11",0,1,-1,1,0,0,1,0
"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa",0,0,0,1,0,0,1,0
"heat shock protein 90kDa alpha (cytosolic), class A member 1",0,0,0,0,0,0,1,0
notch 2,0,-1,-1,-1,-1,0,1,0
trafficking protein particle complex 1,0,0,0,0,1,0,1,0
ribosomal protein L39,0,-1,-1,-1,-1,0,1,0
protein tyrosine kinase 6,0,1,0,1,1,0,1,0
heat shock 27kDa protein 1,0,-1,1,-1,0,0,1,0
ribosomal protein L18,0,-1,-1,0,0,0,1,0
transketolase,0,0,0,0,0,0,1,0
vesicle amine transport 1,-1,1,1,-1,0,0,1,0
canopy FGF signaling regulator 2,0,1,1,0,0,0,1,0
"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)",0,0,0,0,0,0,1,0
Rab acceptor 1 (prenylated),0,0,0,0,1,0,1,0
"ferritin, heavy polypeptide 1",0,1,1,1,0,0,1,0
"proteasome (prosome, macropain) subunit, beta type, 7",0,-1,-1,-1,0,0,1,0
sorting nexin 3,0,-1,0,0,0,0,1,0
microsomal glutathione S-transferase 1,0,1,0,1,1,0,1,0
"calpain 2, (m/II) large subunit",0,-1,0,0,0,0,1,0
tripeptidyl peptidase I,0,0,0,-1,-1,0,1,0
ubiquitin A-52 residue ribosomal protein fusion product 1,0,0,-1,-1,0,0,1,0
"nuclear protein, transcriptional regulator, 1",-1,-1,0,1,-1,0,1,0
nerve growth factor receptor (TNFRSF16) associated protein 1,0,1,0,1,1,0,1,0
ubiquitin C,-1,0,0,1,1,0,1,0
CD151 molecule (Raph blood group),-1,0,1,0,1,0,1,0
Yip1 interacting factor homolog A (S. cerevisiae),0,0,0,-1,1,0,1,0
transcriptional adaptor 3,0,0,0,0,1,0,1,0
sphingosine kinase 1,0,-1,-1,-1,-1,0,1,0
"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c",0,1,1,1,1,0,1,0
brain protein I3,0,0,0,0,-1,0,1,0
cyclin-dependent kinase 2 associated protein 2,0,0,1,1,1,0,1,0
"La ribonucleoprotein domain family, member 6",0,1,0,1,1,0,1,0
beta-2-microglobulin,0,0,-1,-1,-1,0,1,0
ATP synthase F0 subunit 6,-1,1,0,1,1,0,1,0
cortactin,0,0,1,0,1,0,1,0
translocase of outer mitochondrial membrane 7 homolog (yeast),1,-1,0,1,0,0,1,0
"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)",0,0,1,1,1,0,1,0
ring finger protein 170,0,1,-1,1,0,0,1,0
chromosome 15 open reading frame 52,0,-1,0,-1,-1,0,1,0
calcineurin-like EF-hand protein 1,0,-1,-1,0,-1,0,1,0
"actin related protein 2/3 complex, subunit 3, 21kDa",0,0,0,0,0,0,1,0
ribosomal protein L34,1,-1,-1,0,-1,0,1,0
"tumor protein, translationally-controlled 1",0,-1,0,0,0,0,1,0
