,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
"butyrophilin, subfamily 3, member A2",0,-1,-1,-1,-1,1,0,0
leucine-rich repeats and immunoglobulin-like domains 1,0,-1,-1,-1,-1,0,0,0
ELOVL fatty acid elongase 2,-1,-1,-1,-1,-1,0,0,0
lnc-SRP54-1:1,1,-1,-1,-1,-1,0,0,0
IGFBP7 antisense RNA 1,0,-1,-1,-1,-1,0,0,0
tectorin alpha,0,-1,-1,-1,-1,0,0,0
"protein phosphatase 2, regulatory subunit B', alpha",0,-1,-1,-1,-1,0,0,0
forkhead-associated (FHA) phosphopeptide binding domain 1,0,-1,-1,-1,-1,1,0,1
uncharacterized LOC101928817,0,-1,-1,-1,-1,0,0,0
coiled-coil domain containing 65,0,-1,-1,-1,-1,0,0,0
"cytochrome P450, family 4, subfamily F, polypeptide 2",0,-1,-1,-1,-1,0,0,0
uncharacterized LOC101929622,0,-1,-1,-1,-1,0,0,0
"transforming growth factor, beta 1",0,-1,-1,-1,-1,0,0,0
centrosomal protein 83kDa,0,-1,-1,-1,-1,0,0,0
"small nucleolar RNA, C/D box 5",0,-1,-1,-1,-1,0,0,0
glial fibrillary acidic protein,-1,-1,-1,-1,-1,0,0,0
"ankyrin repeat domain 20 family, member A12, pseudogene",0,-1,-1,-1,-1,0,0,0
colorectal neoplasia differentially expressed (non-protein coding),1,-1,-1,-1,-1,-1,-1,0
"HYDIN, axonemal central pair apparatus protein",-1,-1,-1,-1,-1,0,0,0
ribosomal protein L35,1,-1,-1,-1,-1,0,0,0
"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",0,-1,-1,-1,-1,0,0,0
lnc-C14orf118-1:1,0,-1,-1,-1,-1,1,0,1
dihydrouridine synthase 3-like (S. cerevisiae),0,-1,-1,-1,-1,0,-1,0
"cytochrome P450, family 3, subfamily A, polypeptide 5",0,-1,-1,-1,-1,0,0,0
G protein-coupled receptor 98,0,-1,-1,-1,-1,0,0,0
"cysteine-rich, angiogenic inducer, 61",1,-1,-1,-1,-1,0,0,0
"arylsulfatase family, member J",1,-1,-1,-1,-1,0,0,0
ribosomal protein L11,0,-1,-1,-1,-1,0,1,0
EPB41L4A antisense RNA 2 (head to head),0,-1,-1,-1,-1,0,0,0
hes family bHLH transcription factor 1,0,-1,-1,-1,-1,0,0,0
"pleckstrin homology domain containing, family O member 1",0,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 944,0,-1,-1,-1,-1,0,0,0
fibulin 7,0,-1,-1,-1,-1,0,0,0
storkhead box 1,-1,-1,-1,-1,-1,0,0,0
transmembrane protein 232,0,-1,-1,-1,-1,0,0,0
calcyphosine-like,0,-1,-1,-1,-1,0,0,0
adenosine kinase,0,-1,-1,-1,-1,0,0,0
heme oxygenase (decycling) 1,1,-1,-1,-1,-1,0,-1,-1
ephrin-A1,0,-1,-1,-1,-1,0,0,0
uncharacterized LOC400756,0,-1,-1,-1,-1,0,0,0
tetratricopeptide repeat domain 23-like,0,-1,-1,-1,-1,0,0,0
BRCA2 and CDKN1A interacting protein,0,-1,-1,-1,-1,0,0,0
chromosome 9 open reading frame 171,0,-1,-1,-1,-1,0,0,0
"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",1,-1,-1,-1,-1,0,0,0
zinc finger protein 433,0,-1,-1,-1,-1,0,0,0
methyl-CpG binding domain protein 2,0,-1,-1,-1,-1,0,0,0
dual specificity phosphatase 1,0,-1,-1,-1,-1,0,0,0
"KH domain containing, RNA binding, signal transduction associated 2",0,-1,-1,-1,-1,0,0,0
"family with sequence similarity 102, member A",-1,-1,-1,-1,-1,0,0,0
"tumor necrosis factor receptor superfamily, member 11b",1,-1,-1,-1,-1,0,0,0
glutamic pyruvate transaminase (alanine aminotransferase) 2,0,-1,-1,-1,-1,-1,-1,0
uncharacterized LOC101927314,0,-1,-1,-1,-1,0,0,0
eukaryotic translation elongation factor 1 alpha 1,0,-1,-1,-1,-1,0,0,-1
ZFP36 ring finger protein-like 1,1,-1,-1,-1,-1,0,0,0
dishevelled-binding antagonist of beta-catenin 2,1,-1,-1,-1,-1,0,0,0
golgin A2 pseudogene 7,0,-1,-1,-1,-1,-1,-1,0
SOX9 antisense RNA 1,0,-1,-1,-1,-1,0,0,0
peptidylprolyl isomerase (cyclophilin)-like 6,0,-1,-1,-1,-1,0,0,0
DENN/MADD domain containing 2A,0,-1,-1,-1,-1,0,0,0
"cytochrome P450, family 3, subfamily A, polypeptide 7",0,-1,-1,-1,-1,0,0,0
collectin sub-family member 11,-1,-1,-1,-1,-1,0,0,0
chromosome 8 open reading frame 22,0,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 1551,-1,-1,-1,-1,-1,0,0,0
lnc-TBX15-2:1,0,-1,-1,-1,-1,0,0,0
Sp8 transcription factor,0,-1,-1,-1,-1,0,0,0
SPG20 antisense RNA 1,0,-1,-1,-1,-1,0,0,0
calpain 5,-1,-1,-1,-1,-1,0,0,1
heat shock 70kDa protein 1A,0,-1,-1,-1,-1,0,0,0
zinc finger protein 84,0,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 1436,0,-1,-1,-1,-1,0,0,0
Sys1 golgi trafficking protein,0,-1,-1,-1,-1,0,0,0
huntingtin interacting protein 1,0,-1,-1,-1,-1,0,0,0
regulator of G-protein signaling 12,0,-1,-1,-1,-1,0,0,0
distal-less homeobox 5,0,-1,-1,-1,-1,1,0,1
"guanine nucleotide binding protein (G protein), gamma 11",-1,-1,-1,-1,-1,0,0,0
protocadherin beta 8,-1,-1,-1,-1,-1,1,0,1
synaptotagmin-like 3,0,-1,-1,-1,-1,0,0,0
Kruppel-like factor 6,0,-1,-1,-1,-1,0,0,0
"plasminogen receptor, C-terminal lysine transmembrane protein",0,-1,-1,-1,-1,0,0,0
acyl-CoA synthetase short-chain family member 1,0,-1,-1,-1,-1,0,0,0
ecotropic viral integration site 5,0,-1,-1,-1,-1,0,0,0
CDK5 regulatory subunit associated protein 2,-1,-1,-1,-1,-1,0,0,0
von Willebrand factor A domain containing 3A,0,-1,-1,-1,-1,0,0,0
ribosomal protein S3A,0,-1,-1,-1,-1,0,0,0
thrombospondin 3,0,-1,-1,-1,-1,0,0,0
