,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
ELOVL fatty acid elongase 2,-1,-1,-1,-1,-1,0,0,0
glial fibrillary acidic protein,-1,-1,-1,-1,-1,0,0,0
"HYDIN, axonemal central pair apparatus protein",-1,-1,-1,-1,-1,0,0,0
storkhead box 1,-1,-1,-1,-1,-1,0,0,0
"family with sequence similarity 102, member A",-1,-1,-1,-1,-1,0,0,0
collectin sub-family member 11,-1,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 1551,-1,-1,-1,-1,-1,0,0,0
calpain 5,-1,-1,-1,-1,-1,0,0,1
"guanine nucleotide binding protein (G protein), gamma 11",-1,-1,-1,-1,-1,0,0,0
protocadherin beta 8,-1,-1,-1,-1,-1,1,0,1
CDK5 regulatory subunit associated protein 2,-1,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 1551,-1,-1,-1,-1,-1,0,0,0
septin 11,-1,-1,-1,-1,-1,0,0,0
insulin-like growth factor 2,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC101928649,-1,-1,-1,-1,-1,0,0,0
ANKRD10 intronic transcript 1 (non-protein coding),-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC100506474,-1,-1,-1,-1,-1,0,0,0
"HYDIN, axonemal central pair apparatus protein",-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC100506474,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC153684,-1,-1,-1,-1,-1,1,0,1
glycerol-3-phosphate dehydrogenase 1 (soluble),-1,-1,-1,-1,-1,0,0,0
trichorhinophalangeal syndrome I,-1,-1,-1,-1,-1,1,0,0
"potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3",-1,-1,-1,-1,-1,0,0,0
cyclin-dependent kinase 6,-1,-1,-1,-1,-1,0,0,0
"serum/glucocorticoid regulated kinase family, member 3",-1,-1,-1,-1,-1,0,0,0
"lectin, galactoside-binding, soluble, 3",-1,-1,-1,-1,-1,0,0,0
cell division cycle 37-like 1,-1,-1,-1,-1,-1,0,0,0
notch 2,-1,-1,-1,-1,-1,0,0,0
retinal pigment epithelium-specific protein 65kDa,-1,-1,-1,-1,-1,0,0,0
chromosome 8 open reading frame 88,-1,-1,-1,-1,-1,-1,0,-1
hepatic and glial cell adhesion molecule,-1,-1,-1,-1,-1,0,0,0
multiple EGF-like-domains 10,-1,-1,-1,-1,-1,0,0,0
"RAS-like, family 10, member A",-1,-1,-1,-1,-1,0,0,0
lnc-ANKRA2-3:1,-1,-1,-1,-1,-1,0,0,0
storkhead box 1,-1,-1,-1,-1,-1,0,0,0
"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC102724507,-1,-1,-1,-1,-1,0,0,0
Meis homeobox 2,-1,-1,-1,-1,-1,1,0,0
"butyrophilin, subfamily 3, member A1",-1,-1,-1,-1,-1,0,0,0
Yes-associated protein 1,-1,-1,-1,-1,-1,0,-1,0
"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1",-1,-1,-1,-1,-1,0,0,0
hexokinase domain containing 1,-1,-1,-1,-1,-1,-1,0,0
uncharacterized LOC100506974,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC100506474,-1,-1,-1,-1,-1,0,0,0
histamine N-methyltransferase,-1,-1,-1,-1,-1,0,0,0
PR domain containing 5,-1,-1,-1,-1,-1,0,0,0
growth arrest-specific 1,-1,-1,-1,-1,-1,1,0,0
lnc-SRBD1-1:1,-1,-1,-1,-1,-1,0,0,0
aquaporin 7,-1,-1,-1,-1,-1,0,0,0
phosphodiesterase 8A,-1,-1,-1,-1,-1,0,0,0
dynein regulatory complex subunit 1,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC79160,-1,-1,-1,-1,-1,0,0,1
Rho GTPase activating protein 42,-1,-1,-1,-1,-1,1,0,1
ELOVL2 antisense RNA 1,-1,-1,-1,-1,-1,0,0,0
Na+/K+ transporting ATPase interacting 3,-1,-1,-1,-1,-1,0,0,0
myostatin,-1,-1,-1,-1,-1,0,0,0
coiled-coil domain containing 8,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC101928307,-1,-1,-1,-1,-1,0,0,0
collagen beta(1-O)galactosyltransferase 2,-1,-1,-1,-1,-1,0,0,0
angiopoietin-like 1,-1,-1,-1,-1,-1,0,0,0
chromosome 10 open reading frame 90,-1,-1,-1,-1,-1,0,0,1
PR domain containing 16,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC100505774,-1,-1,-1,-1,-1,0,0,0
GRAM domain containing 1C,-1,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 982,-1,-1,-1,-1,-1,0,0,0
nicotinamide N-methyltransferase,-1,-1,-1,-1,-1,0,0,0
potassium channel tetramerization domain containing 3,-1,-1,-1,-1,-1,0,0,0
RAS p21 protein activator 3,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC100507661,-1,-1,-1,-1,-1,0,0,1
forkhead box J1,-1,-1,-1,-1,-1,0,0,0
coiled-coil domain containing 8,-1,-1,-1,-1,-1,0,0,0
"lysosomal-associated membrane protein family, member 5",-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC101928092,-1,-1,-1,-1,-1,1,0,1
FERM domain containing 3,-1,-1,-1,-1,-1,0,0,0
cytochrome b reductase 1,-1,-1,-1,-1,-1,0,1,0
melanoma associated antigen (mutated) 1-like 1,-1,-1,-1,-1,-1,0,0,0
sperm specific antigen 2,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC101929147,-1,-1,-1,-1,-1,0,0,0
"t-complex 11, testis-specific-like 2",-1,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 982,-1,-1,-1,-1,-1,0,0,0
homeobox B2,-1,-1,-1,-1,-1,0,0,0
lnc-ANKRA2-3:2,-1,-1,-1,-1,-1,0,0,0
disrupted in schizophrenia 1,-1,-1,-1,-1,-1,0,0,-1
"family with sequence similarity 225, member B (non-protein coding)",-1,-1,-1,-1,-1,0,0,0
heat shock 70kDa protein 1B,-1,-1,-1,-1,-1,0,-1,-1
empty spiracles homeobox 2,-1,-1,-1,-1,-1,0,0,0
"C-type lectin domain family 2, member D",-1,-1,-1,-1,-1,0,0,0
ribosome biogenesis protein BMS1 homolog,-1,-1,-1,-1,-1,0,0,0
mir-99a-let-7c cluster host gene (non-protein coding),-1,-1,-1,-1,-1,0,0,0
proprotein convertase subtilisin/kexin type 2,-1,-1,-1,-1,-1,0,0,0
"neural precursor cell expressed, developmentally down-regulated 9",-1,-1,-1,-1,-1,0,0,0
transketolase-like 1,-1,-1,-1,-1,-1,0,0,0
long intergenic non-protein coding RNA 403,-1,-1,-1,-1,-1,0,0,0
"ATPase, class V, type 10B",-1,-1,-1,-1,-1,0,0,0
"family with sequence similarity 178, member A",-1,-1,-1,-1,-1,0,0,0
BMP binding endothelial regulator,-1,-1,-1,-1,-1,1,0,1
"synuclein, alpha interacting protein",-1,-1,-1,-1,-1,0,0,0
stromal interaction molecule 2,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC644656,-1,-1,-1,-1,-1,0,0,1
uncharacterized LOC283140,-1,-1,-1,-1,-1,0,0,0
"solute carrier family 1 (glial high affinity glutamate transporter), member 3",-1,-1,-1,-1,-1,0,0,0
ZNF528 antisense RNA 1,-1,-1,-1,-1,-1,0,0,0
hepatic and glial cell adhesion molecule,-1,-1,-1,-1,-1,0,0,0
APCDD1L antisense RNA 1 (head to head),-1,-1,-1,-1,-1,1,0,1
lnc-CTSL1-1:1,-1,-1,-1,-1,-1,0,0,0
"dynein, axonemal, heavy chain 11",-1,-1,-1,-1,-1,0,0,0
glutamate dehydrogenase 2,-1,-1,-1,-1,-1,0,0,0
"cadherin 19, type 2",-1,-1,-1,-1,-1,0,0,0
chromosome 11 open reading frame 70,-1,-1,-1,-1,-1,0,0,0
glycoprotein M6B,-1,-1,-1,-1,-1,0,0,0
proprotein convertase subtilisin/kexin type 5,-1,-1,-1,-1,-1,0,0,0
protocadherin beta 6,-1,-1,-1,-1,-1,0,0,0
myosin IE,-1,-1,-1,-1,-1,0,1,0
C2 calcium-dependent domain containing 4A,-1,-1,-1,-1,-1,0,0,0
protein kinase D3,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC153684,-1,-1,-1,-1,-1,1,0,1
PR domain containing 5,-1,-1,-1,-1,-1,0,0,0
PSMD5 antisense RNA 1 (head to head),-1,-1,-1,-1,-1,0,0,0
chromosome 10 open reading frame 90,-1,-1,-1,-1,-1,0,0,0
chromosome 1 open reading frame 61,-1,-1,-1,-1,-1,0,0,0
chromosome 3 open reading frame 70,-1,-1,-1,-1,-1,0,0,0
"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",-1,-1,-1,-1,-1,1,0,1
uncharacterized LOC643763,-1,-1,-1,-1,-1,0,0,0
cell division cycle associated 7-like,-1,-1,-1,-1,-1,0,0,0
"zinc finger, BED-type containing 3",-1,-1,-1,-1,-1,0,0,0
kelch domain containing 8A,-1,-1,-1,-1,-1,0,0,0
"spectrin repeat containing, nuclear envelope 2",-1,-1,-1,-1,-1,0,0,0
neuronal PAS domain protein 3,-1,-1,-1,-1,-1,0,0,0
HOXB cluster antisense RNA 1,-1,-1,-1,-1,-1,1,0,1
neuropeptide Y,-1,-1,-1,-1,-1,0,0,0
sorting nexin 31,-1,-1,-1,-1,-1,0,0,0
lnc-GBP5-2:2,-1,-1,-1,-1,-1,0,0,0
"zinc finger, SWIM-type containing 7",-1,-1,-1,-1,-1,0,-1,0
phosphoglucomutase 5,-1,-1,-1,-1,-1,0,0,0
HOXD cluster antisense RNA 2,-1,-1,-1,-1,-1,0,-1,0
ras homolog family member J,-1,-1,-1,-1,-1,0,0,0
"lectin, galactoside-binding, soluble, 3",-1,-1,-1,-1,-1,1,1,1
"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)",-1,-1,-1,-1,-1,0,0,0
"dynein, axonemal, assembly factor 3",-1,-1,-1,-1,-1,-1,0,-1
prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),-1,-1,-1,-1,-1,0,0,1
proline/serine-rich coiled-coil 1,-1,-1,-1,-1,-1,1,0,1
"potassium channel, inwardly rectifying subfamily J, member 10",-1,-1,-1,-1,-1,0,0,0
"roundabout, axon guidance receptor, homolog 2 (Drosophila)",-1,-1,-1,-1,-1,0,0,0
lnc-LRRC1-5:1,-1,-1,-1,-1,-1,0,0,0
DKFZP547J0410 protein,-1,-1,-1,-1,-1,0,0,0
uncharacterized LOC399715,-1,-1,-1,-1,-1,0,0,0
"NAD kinase 2, mitochondrial",-1,-1,-1,-1,-1,0,0,1
uncharacterized LOC100506474,-1,-1,-1,-1,-1,0,0,0
Kallmann syndrome 1 sequence,-1,-1,-1,-1,-1,0,0,0
EF-hand calcium binding domain 2,-1,-1,-1,-1,-1,0,0,0
centriolin,-1,-1,-1,-1,-1,0,0,0
lysosomal-associated membrane protein 2,-1,-1,-1,-1,-1,0,0,0
muscleblind-like splicing regulator 3,-1,-1,-1,-1,-1,0,0,0
tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),-1,-1,-1,-1,-1,0,-1,0
