,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
transmembrane protein 176B,1,1,1,1,1,0,0,0
SH2 domain containing 5,1,1,1,1,1,-1,-1,-1
"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",1,1,1,1,1,0,0,0
long intergenic non-protein coding RNA 842,1,1,1,1,1,0,0,0
endothelin converting enzyme 2,1,1,1,1,1,0,0,0
KIAA1598,1,1,1,1,1,0,0,0
"small nucleolar RNA, C/D box 116-19",1,1,1,1,1,1,0,1
insulinoma-associated 1,1,1,1,1,1,0,0,0
target of myb1 (chicken)-like 1,1,1,1,1,1,-1,0,-1
synaptotagmin III,1,1,1,1,1,0,0,0
anoctamin 5,1,1,1,1,1,0,0,0
interleukin 17 receptor A,1,1,1,1,1,0,0,0
transmembrane protein 151B,1,1,1,1,1,0,0,0
LIM and cysteine-rich domains 1,1,1,1,1,1,0,0,0
SPEG complex locus,1,1,1,1,1,0,0,0
polypeptide N-acetylgalactosaminyltransferase 9,1,1,1,1,1,0,0,0
"small nucleolar RNA, C/D box 114-21",1,1,1,1,1,0,0,0
small nuclear ribonucleoprotein 25kDa (U11/U12),1,1,1,1,1,0,0,0
erythrocyte membrane protein band 4.1 like 4B,1,1,1,1,1,0,0,0
leucine rich colipase-like 1,1,1,1,1,1,1,0,1
THOC7 antisense RNA 1,1,1,1,1,1,1,0,1
asialoglycoprotein receptor 1,1,1,1,1,1,0,0,0
HID1 domain containing,1,1,1,1,1,0,0,0
"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",1,1,1,1,1,0,0,0
calcium/calmodulin-dependent protein kinase II inhibitor 2,1,1,1,1,1,0,0,0
F-box and leucine-rich repeat protein 18,1,1,1,1,1,0,0,0
transmembrane protein 180,1,1,1,1,1,1,0,1
G protein-coupled receptor 137C,1,1,1,1,1,0,0,0
cyclin-dependent kinase 5,1,1,1,1,1,0,0,0
"protein tyrosine phosphatase, receptor type, N",1,1,1,1,1,0,0,0
TOX high mobility group box family member 2,1,1,1,1,1,0,1,1
"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7",1,1,1,1,1,0,0,0
LKAAEAR motif containing 1,1,1,1,1,1,0,0,0
myomesin 2,1,1,1,1,1,0,0,0
